iter	Accuracy	MultiClass
253	0.9394544245	0.2398901347
254	0.9387890885	0.2395654343
255	0.9394544245	0.238892279
256	0.9387890885	0.2381171881
257	0.9381237525	0.2376578423
258	0.9381237525	0.2369792285
259	0.9387890885	0.2360584975
260	0.9394544245	0.2354182319
261	0.9394544245	0.2350893413
262	0.9407850965	0.2344696405
263	0.9387890885	0.2335819892
264	0.9414504325	0.2329511301
265	0.9407850965	0.2325991063
266	0.9407850965	0.2319553257
267	0.9421157685	0.2313308709
268	0.9421157685	0.230734275
269	0.9421157685	0.2301847643
270	0.9427811045	0.2297170301
271	0.9434464405	0.2292894391
272	0.9434464405	0.2288285429
273	0.9447771124	0.228349754
274	0.9441117764	0.2279653705
275	0.9441117764	0.2274017554
276	0.9447771124	0.2270892292
277	0.9447771124	0.2264314653
278	0.9447771124	0.2260255884
279	0.9447771124	0.2255961177
280	0.9447771124	0.2249627487
281	0.9461077844	0.2241155679
282	0.9467731204	0.2232142295
283	0.9481037924	0.222825666
284	0.9487691284	0.2221864257
285	0.9481037924	0.2215438299
286	0.9487691284	0.2210782757
287	0.9487691284	0.2206145091
288	0.9500998004	0.2201854668
289	0.9494344644	0.2197820994
290	0.9494344644	0.2192860582
291	0.9494344644	0.2188103771
292	0.9514304724	0.2182603452
293	0.9507651364	0.2176898689
294	0.9500998004	0.2170020504
295	0.9520958084	0.2165794728
296	0.9507651364	0.2160136241
297	0.9520958084	0.2153269836
298	0.9514304724	0.2151453096
299	0.9520958084	0.2144393515
300	0.9520958084	0.2141918564
301	0.9520958084	0.2137463361
302	0.9527611444	0.2130019536
303	0.9527611444	0.2126096633
304	0.9534264804	0.2119703743
305	0.9534264804	0.211601504
306	0.9540918164	0.211188371
307	0.9540918164	0.2107016752
308	0.9547571524	0.2101693919
309	0.9547571524	0.2096341512
310	0.9547571524	0.2088788265
311	0.9547571524	0.2085711469
312	0.9554224884	0.2081880342
313	0.9554224884	0.2075839792
314	0.9560878244	0.2071731477
315	0.9560878244	0.2069503714
316	0.9560878244	0.2066148994
317	0.9567531603	0.2062405961
318	0.9567531603	0.2057948196
319	0.9567531603	0.205166453
320	0.9560878244	0.2049201797
321	0.9567531603	0.2047287208
322	0.9574184963	0.2043955997
323	0.9587491683	0.2037915452
324	0.9587491683	0.2035213462
325	0.9587491683	0.2031346443
326	0.9587491683	0.2023977386
327	0.9587491683	0.2019494902
328	0.9594145043	0.2017177695
329	0.9607451763	0.2013601265
330	0.9600798403	0.2010028663
331	0.9600798403	0.2004952254
332	0.9607451763	0.2000935371
333	0.9614105123	0.1996806109
334	0.9607451763	0.1994222031
335	0.9614105123	0.1990866045
336	0.9614105123	0.1985955803
337	0.9614105123	0.1981636946
338	0.9607451763	0.1978149229
339	0.9614105123	0.1975269927
340	0.9614105123	0.1972522039
341	0.9614105123	0.1967766117
342	0.9614105123	0.1964007757
343	0.9614105123	0.1961279518
344	0.9614105123	0.1957997893
345	0.9614105123	0.1954514277
346	0.9614105123	0.1950441898
347	0.9607451763	0.1945586801
348	0.9614105123	0.1940950805
349	0.9614105123	0.1939361852
350	0.9620758483	0.1933082091
351	0.9627411843	0.1929242797
352	0.9634065203	0.1924775622
353	0.9620758483	0.1921296074
354	0.9634065203	0.1917272284
355	0.9634065203	0.1913476579
356	0.9634065203	0.1909252509
357	0.9634065203	0.1905283762
358	0.9640718563	0.1903222574
359	0.9640718563	0.1898875356
360	0.9647371923	0.1893579186
361	0.9654025283	0.1890986418
362	0.9647371923	0.1888061917
363	0.9647371923	0.1881571805
364	0.9647371923	0.1878101889
365	0.9647371923	0.1871974911
366	0.9647371923	0.1871034488
367	0.9660678643	0.1867264322
368	0.9654025283	0.186513214
369	0.9667332003	0.1862569127
370	0.9667332003	0.1859889255
371	0.9667332003	0.185558549
372	0.9680638723	0.1851580967
373	0.9667332003	0.1848784518
374	0.9667332003	0.1845974002
375	0.9667332003	0.1843816992
376	0.9660678643	0.1841874183
377	0.9660678643	0.1837574267
378	0.9660678643	0.1834349538
379	0.9667332003	0.1829823179
380	0.9667332003	0.1826519199
381	0.9667332003	0.1822607006
382	0.9673985363	0.1819741174
383	0.9667332003	0.1814949231
384	0.9673985363	0.1810206483
385	0.9673985363	0.1805963651
386	0.9680638723	0.1802462382
387	0.9680638723	0.1799454989
388	0.9680638723	0.1794459796
389	0.9673985363	0.1787462206
390	0.9673985363	0.1784248356
391	0.9673985363	0.1782761505
392	0.9673985363	0.1780329343
393	0.9673985363	0.1776379507
394	0.9673985363	0.177302894
395	0.9673985363	0.1771073794
396	0.9673985363	0.176967757
397	0.9673985363	0.1768105652
398	0.9687292083	0.1762152021
399	0.9687292083	0.1760397461
400	0.9680638723	0.1756820356
401	0.9680638723	0.1753223898
402	0.9680638723	0.1750365875
403	0.9687292083	0.1747774035
404	0.9687292083	0.1743646187
405	0.9687292083	0.1739273177
406	0.9687292083	0.173686042
407	0.9693945442	0.1732852511
408	0.9687292083	0.1727536207
409	0.9687292083	0.1723957217
410	0.9687292083	0.1719987848
411	0.9693945442	0.1716828172
412	0.9700598802	0.1714118997
413	0.9707252162	0.1710757274
414	0.9700598802	0.1709300364
415	0.9707252162	0.1705776198
416	0.9707252162	0.1704049759
417	0.9700598802	0.1701404463
418	0.9700598802	0.1698038587
419	0.9707252162	0.1693711634
420	0.9707252162	0.1691528666
421	0.9707252162	0.1689147854
422	0.9707252162	0.1686901771
423	0.9707252162	0.1683421825
424	0.9707252162	0.1680733362
425	0.9707252162	0.1678034591
426	0.9707252162	0.1674247115
427	0.9707252162	0.167115143
428	0.9700598802	0.1668430567
429	0.9700598802	0.1666042399
430	0.9707252162	0.1663158393
431	0.9713905522	0.1660519067
432	0.9713905522	0.1658219208
433	0.9713905522	0.1652780283
434	0.9713905522	0.165111393
435	0.9713905522	0.1648088396
436	0.9713905522	0.1645221624
437	0.9713905522	0.1643175545
438	0.9713905522	0.1639652479
439	0.9713905522	0.1638104746
440	0.9713905522	0.163316294
441	0.9713905522	0.1631684656
442	0.9713905522	0.1628752352
443	0.9713905522	0.1625486214
444	0.9713905522	0.1621936206
445	0.9713905522	0.1620448344
446	0.9713905522	0.1617932692
447	0.9713905522	0.1616026028
448	0.9713905522	0.1613077822
449	0.9713905522	0.1610109017
450	0.9713905522	0.1607640157
451	0.9713905522	0.1604698703
452	0.9720558882	0.1601943944
453	0.9720558882	0.1599509421
454	0.9720558882	0.1594364787
455	0.9720558882	0.1591023388
456	0.9720558882	0.1588996672
457	0.9720558882	0.1587059755
458	0.9720558882	0.1585402914
459	0.9720558882	0.158224795
460	0.9720558882	0.1580108953
461	0.9720558882	0.1575818261
462	0.9720558882	0.1573873937
463	0.9720558882	0.157028451
464	0.9720558882	0.1568329076
465	0.9720558882	0.1566280261
466	0.9720558882	0.1562715729
467	0.9720558882	0.1559239699
468	0.9720558882	0.1556409179
469	0.9720558882	0.1553915401
470	0.9720558882	0.1552787363
471	0.9720558882	0.1552022767
472	0.9720558882	0.1546676351
473	0.9720558882	0.1544361318
474	0.9720558882	0.1542202028
475	0.9720558882	0.1540659165
476	0.9720558882	0.1538357048
477	0.9720558882	0.1536697293
478	0.9720558882	0.1534363329
479	0.9720558882	0.153010858
480	0.9727212242	0.1526374382
481	0.9720558882	0.1524463354
482	0.9720558882	0.1520709421
483	0.9720558882	0.1518572309
484	0.9733865602	0.1515823949
485	0.9733865602	0.1513514861
486	0.9733865602	0.1510316302
487	0.9733865602	0.1507459771
488	0.9733865602	0.1505286266
489	0.9733865602	0.150299432
490	0.9740518962	0.150064105
491	0.9740518962	0.149893483
492	0.9740518962	0.1497643702
493	0.9740518962	0.1495664106
494	0.9747172322	0.1492947275
495	0.9740518962	0.1490477758
496	0.9740518962	0.1488297035
497	0.9747172322	0.1487293174
498	0.9760479042	0.1484841291
499	0.9760479042	0.1482150411
500	0.9760479042	0.1479649752
501	0.9760479042	0.1477821241
502	0.9760479042	0.1475811905
503	0.9753825682	0.1472170127
504	0.9760479042	0.1469218887
505	0.9747172322	0.1466366199
506	0.9753825682	0.1462942214
507	0.9753825682	0.1460741868
508	0.9753825682	0.1458346062
509	0.9753825682	0.1456252528
510	0.9760479042	0.1453368094
511	0.9760479042	0.1451603826
512	0.9760479042	0.1450144117
513	0.9760479042	0.1448256513
514	0.9760479042	0.1446178083
515	0.9767132402	0.1444616939
516	0.9767132402	0.1442532726
517	0.9767132402	0.1440856771
518	0.9773785762	0.1438357023
519	0.9773785762	0.1437581197
520	0.9773785762	0.1435108411
521	0.9780439122	0.1432718542
522	0.9780439122	0.1429882949
523	0.9773785762	0.1427367826
524	0.9787092482	0.1425202622
525	0.9780439122	0.1424004321
526	0.9787092482	0.1420385027
527	0.9787092482	0.1418852732
528	0.9787092482	0.1414494863
529	0.9787092482	0.1411887155
530	0.9787092482	0.1408592326
531	0.9787092482	0.1406856659
532	0.9787092482	0.1404635456
533	0.9787092482	0.1400830858
534	0.9787092482	0.1398471299
535	0.9787092482	0.1396037204
536	0.9780439122	0.1393298992
537	0.9780439122	0.139181829
538	0.9780439122	0.1388798449
539	0.9787092482	0.1387154102
540	0.9780439122	0.1384824254
541	0.9787092482	0.1381903246
542	0.9787092482	0.1379244732
543	0.9793745842	0.1376510516
544	0.9787092482	0.1374529906
545	0.9793745842	0.1372291391
546	0.9787092482	0.1370118548
547	0.9787092482	0.1368248816
548	0.9793745842	0.1366884539
549	0.9787092482	0.136376559
550	0.9787092482	0.136234166
551	0.9793745842	0.1359157983
552	0.9793745842	0.1358252123
553	0.9793745842	0.1356602234
554	0.9793745842	0.1355626849
555	0.9793745842	0.1354813696
556	0.9793745842	0.1352882622
557	0.9793745842	0.1350357414
558	0.9793745842	0.1349247132
559	0.9793745842	0.1348051617
560	0.9800399202	0.1345029562
561	0.9793745842	0.1342598324
562	0.9807052562	0.1340342064
563	0.9807052562	0.1337756587
564	0.9813705921	0.1334778044
565	0.9807052562	0.1331048623
566	0.9807052562	0.1328583504
567	0.9813705921	0.1327306621
568	0.9813705921	0.1325055945
569	0.9820359281	0.1322510315
570	0.9820359281	0.1320347472
571	0.9827012641	0.1316701546
572	0.9833666001	0.1314535091
573	0.9827012641	0.1312420252
574	0.9833666001	0.1308076719
575	0.9827012641	0.1306141684
576	0.9833666001	0.1304436594
577	0.9833666001	0.1302245787
578	0.9833666001	0.1300797452
579	0.9840319361	0.1298559759
580	0.9833666001	0.1295572432
581	0.9827012641	0.1293656426
582	0.9833666001	0.1292322016
583	0.9833666001	0.1289578155
584	0.9846972721	0.1287026851
585	0.9853626081	0.1285604333
586	0.9860279441	0.1282506001
587	0.9866932801	0.127984946
588	0.9866932801	0.1278893902
589	0.9866932801	0.1277741751
590	0.9873586161	0.1274939387
591	0.9866932801	0.1273870661
592	0.9853626081	0.1272866475
593	0.9860279441	0.1271596633
594	0.9873586161	0.1268765885
595	0.9860279441	0.1267227266
596	0.9866932801	0.1265069314
597	0.9873586161	0.1262403581
598	0.9866932801	0.1261419804
599	0.9873586161	0.126008349
600	0.9880239521	0.1258080172
601	0.9873586161	0.125686045
602	0.9873586161	0.125562877
603	0.9873586161	0.1253210196
604	0.9880239521	0.1250469819
605	0.9880239521	0.1249570859
606	0.9873586161	0.1247744517
607	0.9880239521	0.1246416027
608	0.9880239521	0.1243489878
609	0.9880239521	0.1242350663
610	0.9880239521	0.1240564291
611	0.9880239521	0.1237951748
612	0.9886892881	0.1235775301
613	0.9886892881	0.1234152971
614	0.9880239521	0.1232496658
615	0.9886892881	0.1229612195
616	0.9886892881	0.12278448
617	0.9886892881	0.1226921005
618	0.9886892881	0.1224580202
619	0.9886892881	0.1222659312
620	0.9886892881	0.1221450105
621	0.9886892881	0.1219878782
622	0.9886892881	0.1218862751
623	0.9886892881	0.1217310534
624	0.9886892881	0.121561749
625	0.9886892881	0.1214829592
626	0.9886892881	0.1212825732
627	0.9886892881	0.1210305242
628	0.9886892881	0.1209301711
629	0.9886892881	0.1207895971
630	0.9886892881	0.1206026603
631	0.9886892881	0.1203149863
632	0.9886892881	0.1202444298
633	0.9880239521	0.1200783466
634	0.9886892881	0.119766346
635	0.9893546241	0.1196383783
636	0.9886892881	0.1194643579
637	0.9893546241	0.119222771
638	0.9886892881	0.1190790606
639	0.9900199601	0.1189224056
640	0.9900199601	0.1187324047
641	0.9900199601	0.1185874506
642	0.9900199601	0.1184137101
643	0.9900199601	0.1181943294
644	0.9900199601	0.1180914286
645	0.9900199601	0.1179141409
646	0.9900199601	0.1176305845
647	0.9906852961	0.1173845237
648	0.9900199601	0.1171576717
649	0.9900199601	0.1170137207
650	0.9906852961	0.1169797044
651	0.9900199601	0.1169168686
652	0.9906852961	0.1167473644
653	0.9906852961	0.1166265376
654	0.9913506321	0.11636942
655	0.9913506321	0.1162589965
656	0.9906852961	0.1160589493
657	0.9906852961	0.1159632782
658	0.9906852961	0.1158414993
659	0.9906852961	0.1157426799
660	0.9906852961	0.1154228524
661	0.9906852961	0.1153487731
662	0.9906852961	0.115252382
663	0.9913506321	0.1150847448
664	0.9913506321	0.1149147696
665	0.9913506321	0.1147482577
666	0.9913506321	0.1146245926
667	0.9913506321	0.1144585681
668	0.9920159681	0.114062457
669	0.9913506321	0.1138317678
670	0.9920159681	0.113700708
671	0.9920159681	0.1135289096
672	0.9920159681	0.1133940602
673	0.9913506321	0.1132627438
674	0.9920159681	0.1130578927
675	0.9920159681	0.1129293147
676	0.9920159681	0.1126453066
677	0.9920159681	0.1124543833
678	0.9926813041	0.1122651043
679	0.9920159681	0.1121246753
680	0.9920159681	0.1120398562
681	0.9926813041	0.1119424559
682	0.9926813041	0.111855331
683	0.9933466401	0.1116728329
684	0.9933466401	0.1115870402
685	0.9933466401	0.1114887298
686	0.9933466401	0.1114107267
687	0.9933466401	0.1113144043
688	0.9933466401	0.1112241934
689	0.9933466401	0.111014378
690	0.9933466401	0.1109378307
691	0.9933466401	0.1108342693
692	0.9933466401	0.1106397241
693	0.9933466401	0.1105611308
694	0.9933466401	0.1105034696
695	0.9933466401	0.110346187
696	0.9926813041	0.1100923378
697	0.9926813041	0.1100234017
698	0.9933466401	0.109868706
699	0.9933466401	0.1097117178
700	0.9933466401	0.1095678439
701	0.9933466401	0.1093226691
702	0.9933466401	0.1090729277
703	0.9933466401	0.1089436633
704	0.9933466401	0.1089000739
705	0.9933466401	0.1087770935
706	0.9933466401	0.1085567294
707	0.9933466401	0.1084119308
708	0.9933466401	0.1083392428
709	0.9933466401	0.108235
710	0.9933466401	0.1081113462
711	0.9933466401	0.1079821499
712	0.9933466401	0.1078981317
713	0.994011976	0.107747023
714	0.9933466401	0.1076837579
715	0.9933466401	0.1075080023
716	0.9933466401	0.107417025
717	0.994011976	0.1072790341
718	0.994011976	0.1071164535
719	0.994677312	0.1070299699
720	0.994011976	0.1068207244
721	0.994677312	0.1067776924
722	0.994677312	0.1066133579
723	0.994677312	0.1064649204
724	0.994677312	0.1062556799
725	0.994677312	0.1061079451
726	0.994677312	0.1058491693
727	0.994677312	0.1057625804
728	0.994677312	0.1056864079
729	0.994677312	0.1055315703
730	0.994677312	0.1053946558
731	0.994677312	0.10526866
732	0.994677312	0.1050105774
733	0.994677312	0.1049189871
734	0.994677312	0.1048338419
735	0.994677312	0.1046961265
736	0.994677312	0.1046445592
737	0.994677312	0.1044946282
738	0.994677312	0.1043737012
739	0.994677312	0.1042348296
740	0.994677312	0.1041435464
741	0.994677312	0.1039548305
742	0.994677312	0.1037899848
743	0.994677312	0.1036296283
744	0.994677312	0.1034973367
745	0.994677312	0.1034040559
746	0.994677312	0.1032853354
747	0.994677312	0.1031790308
748	0.994677312	0.1029819268
749	0.994677312	0.1028817327
750	0.994677312	0.1028140715
751	0.994677312	0.102691742
752	0.994677312	0.1024520845
753	0.994677312	0.1023765216
754	0.994677312	0.1023057554
755	0.995342648	0.1021491736
756	0.995342648	0.1020477055
757	0.995342648	0.1018483293
758	0.995342648	0.1016143757
759	0.995342648	0.101524531
760	0.996007984	0.101438912
761	0.996007984	0.1012931959
762	0.996007984	0.1011679061
763	0.996007984	0.1010885549
764	0.996007984	0.1010472279
765	0.99667332	0.1009087614
766	0.99667332	0.1008407269
767	0.99667332	0.1007466681
768	0.99667332	0.1006266668
769	0.99667332	0.1005335551
770	0.99667332	0.1004131583
771	0.99667332	0.1003007649
772	0.99667332	0.1001373814
773	0.99667332	0.1000459857
774	0.99667332	0.09985301169
775	0.99667332	0.0996369205
776	0.99667332	0.09953156057
777	0.99667332	0.0993660858
778	0.99667332	0.09920931239
779	0.99667332	0.09913368371
780	0.99667332	0.09908656509
781	0.99667332	0.09884425183
782	0.99667332	0.09874094454
783	0.997338656	0.098553905
784	0.997338656	0.09843556902
785	0.997338656	0.09832277719
786	0.997338656	0.09818515298
787	0.997338656	0.09802364508
788	0.997338656	0.09788733606
789	0.997338656	0.09777860834
790	0.997338656	0.09762518024
791	0.997338656	0.09752966815
792	0.997338656	0.09741846766
793	0.997338656	0.0972257587
794	0.997338656	0.09712747602
795	0.997338656	0.09698890169
796	0.997338656	0.09688129829
797	0.997338656	0.09683055366
798	0.997338656	0.09666060806
799	0.997338656	0.09660720003
800	0.997338656	0.09651050517
801	0.997338656	0.09635663704
802	0.997338656	0.09622940088
803	0.997338656	0.09613367483
804	0.997338656	0.09605810856
805	0.997338656	0.09596971642
806	0.997338656	0.09587328054
807	0.997338656	0.09578025765
808	0.997338656	0.0956506724
809	0.997338656	0.09542663964
810	0.997338656	0.09529055049
811	0.997338656	0.09516498221
812	0.997338656	0.0950244583
813	0.997338656	0.09491781552
814	0.997338656	0.09479906669
815	0.997338656	0.09467559798
816	0.997338656	0.09457768847
817	0.997338656	0.09448132774
818	0.997338656	0.0943946323
819	0.997338656	0.09431803808
820	0.997338656	0.0941932507
821	0.997338656	0.09406762646
822	0.997338656	0.09390479831
823	0.997338656	0.09375442358
824	0.997338656	0.09367999919
825	0.997338656	0.09351702963
826	0.997338656	0.09343022378
827	0.997338656	0.0933416742
828	0.997338656	0.09319433904
829	0.997338656	0.09306529101
830	0.997338656	0.09290860477
831	0.997338656	0.09272927709
832	0.997338656	0.09260889949
833	0.997338656	0.09250096709
834	0.997338656	0.09242945249
835	0.997338656	0.09234818891
836	0.997338656	0.09222276886
837	0.997338656	0.09215206282
838	0.997338656	0.09201424976
839	0.997338656	0.09187037042
840	0.997338656	0.09180914642
841	0.997338656	0.09168108458
842	0.997338656	0.09157782644
843	0.997338656	0.09144335146
844	0.997338656	0.09135963774
845	0.997338656	0.09124341477
846	0.997338656	0.0911474956
847	0.997338656	0.0909985368
848	0.997338656	0.09089161888
849	0.997338656	0.09081178789
850	0.997338656	0.09074787367
851	0.997338656	0.09067137426
852	0.997338656	0.09059473817
853	0.997338656	0.09048216771
854	0.997338656	0.09035388935
855	0.997338656	0.0901900801
856	0.997338656	0.09008358558
857	0.997338656	0.09001480525
858	0.997338656	0.08993411632
859	0.997338656	0.08981464418
860	0.997338656	0.08968870332
861	0.997338656	0.08956206446
862	0.997338656	0.08940845076
863	0.997338656	0.08930261473
864	0.997338656	0.08921069353
865	0.997338656	0.08906255606
866	0.997338656	0.08897376451
867	0.997338656	0.08892798135
868	0.997338656	0.08885144753
869	0.997338656	0.08877601698
870	0.997338656	0.0886902634
871	0.997338656	0.0885572304
872	0.997338656	0.08841854338
873	0.998669328	0.08827281823
874	0.998003992	0.08817203438
875	0.998003992	0.08810630478
876	0.998003992	0.08800072937
877	0.998003992	0.08790140103
878	0.998003992	0.08783343645
879	0.998003992	0.087721623
880	0.998669328	0.08766288079
881	0.998669328	0.08739795165
882	0.998669328	0.08728698199
883	0.998003992	0.08713742811
884	0.998003992	0.0870599733
885	0.998669328	0.08694892056
886	0.998669328	0.08684702695
887	0.998669328	0.08667349354
888	0.998669328	0.08656514258
